rain_1h,snow_1h,clouds_all,traffic_volume,is_holiday,hour,day_of_week,month,is_weekend,is_peak,temp_c,weather_main_Clear,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm
0.0,0.0,1,5501,0,14,3,10,0,0,24.170000000000016,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,5713,0,15,3,10,0,0,25.02000000000004,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,20,6292,0,16,3,10,0,1,24.910000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,6057,0,17,3,10,0,1,24.52000000000004,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,4907,0,18,3,10,0,1,23.210000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,3503,0,19,3,10,0,1,20.700000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,3037,0,20,3,10,0,0,19.28000000000003,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2822,0,21,3,10,0,0,18.620000000000005,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,1992,0,22,3,10,0,0,18.210000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,1166,0,23,3,10,0,0,17.970000000000027,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,627,0,0,4,10,0,0,17.480000000000018,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,388,0,1,4,10,0,0,17.310000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,0,368,0,3,4,10,0,0,16.110000000000014,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2489,0,5,4,10,0,0,10.060000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5537,0,6,4,10,0,0,9.090000000000032,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6628,0,7,4,10,0,1,8.54000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5534,0,8,4,10,0,1,7.420000000000016,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5403,0,9,4,10,0,1,6.8700000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,4770,0,10,4,10,0,0,6.960000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5217,0,11,4,10,0,0,6.850000000000023,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5870,0,12,4,10,0,0,7.3799999999999955,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5967,0,13,4,10,0,0,8.28000000000003,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6108,0,14,4,10,0,0,8.629999999999995,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6128,0,15,4,10,0,0,8.760000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6069,0,16,4,10,0,1,8.580000000000041,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6169,0,17,4,10,0,1,8.270000000000039,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5384,0,18,4,10,0,1,7.720000000000027,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4063,0,19,4,10,0,1,7.0,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3364,0,20,4,10,0,0,6.6299999999999955,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2971,0,21,4,10,0,0,6.5,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,2450,0,22,4,10,0,0,6.07000000000005,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,1832,0,23,4,10,0,0,5.910000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,1231,0,0,5,10,1,0,5.660000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,718,0,1,5,10,1,0,5.400000000000034,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,545,0,2,5,10,1,0,5.439999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,411,0,4,5,10,1,0,3.840000000000032,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,688,0,5,5,10,1,0,3.2000000000000455,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,1352,0,6,5,10,1,0,2.25,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,2072,0,7,5,10,1,1,2.0200000000000387,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,3342,0,8,5,10,1,1,1.8400000000000318,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,40,4258,0,9,5,10,1,1,1.9399999999999977,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,4861,0,10,5,10,1,0,3.730000000000018,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,5191,0,11,5,10,1,0,4.890000000000043,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5669,0,12,5,10,1,0,5.930000000000007,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5074,0,13,5,10,1,0,6.970000000000027,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5025,0,14,5,10,1,0,7.100000000000023,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5153,0,15,5,10,1,0,6.850000000000023,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5024,0,16,5,10,1,1,5.910000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4779,0,17,5,10,1,1,5.760000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4362,0,18,5,10,1,1,5.240000000000009,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3860,0,19,5,10,1,1,5.010000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3160,0,20,5,10,1,0,5.010000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2992,0,21,5,10,1,0,4.78000000000003,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3202,0,22,5,10,1,0,3.75,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,1941,0,23,5,10,1,0,3.1899999999999977,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,1233,0,0,6,10,1,0,2.9600000000000364,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,323,0,3,6,10,1,0,2.580000000000041,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,312,0,4,6,10,1,0,2.5,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,627,0,5,6,10,1,0,2.3600000000000136,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,1508,0,6,6,10,1,0,1.900000000000034,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,1539,0,7,6,10,1,1,1.6200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2232,0,8,6,10,1,1,1.6200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,4568,0,9,6,10,1,1,2.400000000000034,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,4624,0,10,6,10,1,0,3.090000000000032,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4529,0,11,6,10,1,0,3.8600000000000136,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5139,0,12,6,10,1,0,4.28000000000003,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6640,0,13,6,10,1,0,5.300000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6589,0,14,6,10,1,0,6.1200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4429,0,15,6,10,1,0,6.1200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4329,0,16,6,10,1,1,6.2900000000000205,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3833,0,17,6,10,1,1,6.170000000000016,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4015,0,18,6,10,1,1,6.1200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3382,0,19,6,10,1,1,4.960000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2815,0,20,6,10,1,0,3.640000000000043,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2110,0,21,6,10,1,0,2.580000000000041,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,1555,0,22,6,10,1,0,1.7300000000000182,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,959,0,23,6,10,1,0,0.7700000000000387,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,455,1,0,0,10,0,0,-0.06999999999999318,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,336,0,1,0,10,0,0,-0.5299999999999727,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,265,0,2,0,10,0,0,-1.3700000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,314,0,3,0,10,0,0,-2.099999999999966,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,779,0,4,0,10,0,0,-2.519999999999982,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,2571,0,5,0,10,0,0,-2.819999999999993,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,20,5563,0,6,0,10,0,0,-3.5399999999999636,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,6676,0,7,0,10,0,1,-3.1399999999999864,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,5966,0,8,0,10,0,1,-1.919999999999959,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,4832,0,9,0,10,0,1,0.5600000000000023,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,4395,0,10,0,10,0,0,3.6200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,4411,0,11,0,10,0,0,6.32000000000005,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4648,0,12,0,10,0,0,6.689999999999998,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,40,4602,0,13,0,10,0,0,9.189999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5125,0,14,0,10,0,0,9.79000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,5502,0,15,0,10,0,0,10.330000000000041,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,5979,0,16,0,10,0,1,11.180000000000007,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5663,0,17,0,10,0,1,11.330000000000041,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,4259,0,18,0,10,0,1,11.080000000000041,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,3069,0,19,0,10,0,1,8.840000000000032,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,2378,0,20,0,10,0,0,6.660000000000025,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,2030,0,21,0,10,0,0,6.2000000000000455,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,1400,0,22,0,10,0,0,5.75,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,917,0,23,0,10,0,0,5.310000000000002,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,515,0,0,1,10,0,0,4.6299999999999955,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,302,0,1,1,10,0,0,4.1200000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,251,0,2,1,10,0,0,4.32000000000005,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,20,798,0,4,1,10,0,0,3.82000000000005,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,2678,0,5,1,10,0,0,3.3700000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5733,0,6,1,10,0,0,3.4500000000000455,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,6449,0,7,1,10,0,1,4.160000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5765,0,8,1,10,0,1,5.230000000000018,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5599,0,9,1,10,0,1,6.2000000000000455,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4534,0,10,1,10,0,0,8.220000000000027,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4691,0,11,1,10,0,0,9.960000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5067,0,12,1,10,0,0,10.930000000000007,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5030,0,13,1,10,0,0,11.990000000000009,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5300,0,14,1,10,0,0,13.200000000000045,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,100,5777,0,15,1,10,0,0,14.080000000000041,False,False,False,False,False,False,True,False,False,False,False
0.0,0.0,90,6349,0,16,1,10,0,1,15.379999999999995,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,6127,0,17,1,10,0,1,17.220000000000027,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4460,0,18,1,10,0,1,16.980000000000018,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,3418,0,19,1,10,0,1,15.710000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2775,0,20,1,10,0,0,14.210000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2306,0,21,1,10,0,0,11.960000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,1846,0,22,1,10,0,0,10.310000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,947,0,23,1,10,0,0,9.300000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,494,0,0,2,10,0,0,8.730000000000018,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,332,0,1,2,10,0,0,8.629999999999995,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,261,0,2,2,10,0,0,7.939999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,361,0,3,2,10,0,0,8.020000000000039,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,92,5875,0,6,2,10,0,0,8.100000000000023,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,99,6793,0,7,2,10,0,1,8.100000000000023,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,99,6283,0,8,2,10,0,1,6.9500000000000455,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,99,5680,0,9,2,10,0,1,6.460000000000036,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,99,4632,0,10,2,10,0,0,6.520000000000039,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4887,0,11,2,10,0,0,7.0400000000000205,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5030,0,12,2,10,0,0,8.939999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5067,0,13,2,10,0,0,9.110000000000014,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5227,0,14,2,10,0,0,8.900000000000034,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5610,0,15,2,10,0,0,8.439999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,81,6286,0,16,2,10,0,1,8.080000000000041,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,4775,0,18,2,10,0,1,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,3340,0,19,2,10,0,1,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,3013,0,20,2,10,0,0,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,2603,0,21,2,10,0,0,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,1910,0,22,2,10,0,0,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,81,1037,0,23,2,10,0,0,9.450000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,347,0,1,3,10,0,0,0.75,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,75,350,0,3,3,10,0,0,1.25,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,850,0,4,3,10,0,0,0.9000000000000341,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,2791,0,5,3,10,0,0,0.5600000000000023,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,5809,0,6,3,10,0,0,-0.48999999999995225,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,6798,0,7,3,10,0,1,-0.5,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,6304,0,8,3,10,0,1,-0.6299999999999955,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,20,5291,0,9,3,10,0,1,2.0400000000000205,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4638,0,10,3,10,0,0,2.1899999999999977,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,50,5557,0,14,3,10,0,0,10.950000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,50,5818,0,15,3,10,0,0,10.950000000000045,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,75,6272,0,16,3,10,0,1,10.629999999999995,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5944,0,17,3,10,0,1,10.370000000000005,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,4949,0,18,3,10,0,1,10.170000000000016,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3511,0,19,3,10,0,1,8.910000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,3039,0,20,3,10,0,0,8.800000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2679,0,21,3,10,0,0,8.660000000000025,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,2094,0,22,3,10,0,0,9.010000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,1284,0,23,3,10,0,0,9.379999999999995,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,630,0,0,4,10,0,0,10.760000000000048,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,410,0,1,4,10,0,0,11.490000000000009,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,331,0,2,4,10,0,0,11.460000000000036,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,72,372,0,3,4,10,0,0,10.03000000000003,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,72,739,0,4,4,10,0,0,9.110000000000014,False,False,False,False,False,False,True,False,False,False,False
0.0,0.0,72,2561,0,5,4,10,0,0,7.6200000000000045,False,False,True,False,False,False,False,False,False,False,False
0.0,0.0,75,5586,0,6,4,10,0,0,5.3799999999999955,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,6992,0,7,4,10,0,1,4.490000000000009,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5860,0,8,4,10,0,1,4.75,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,90,5230,0,9,4,10,0,1,5.03000000000003,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,4864,0,10,4,10,0,0,6.140000000000043,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5146,0,11,4,10,0,0,7.300000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5526,0,12,4,10,0,0,7.800000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,5383,0,13,4,10,0,0,8.590000000000032,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5758,0,14,4,10,0,0,8.689999999999998,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,5889,0,15,4,10,0,0,9.300000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,75,6057,0,16,4,10,0,1,9.050000000000011,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,6028,0,17,4,10,0,1,8.390000000000043,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,5257,0,18,4,10,0,1,7.060000000000002,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,56,1897,0,23,4,10,0,0,9.050000000000011,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,1335,0,0,5,10,1,0,-0.5699999999999932,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,769,0,1,5,10,1,0,-1.089999999999975,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,570,0,2,5,10,1,0,-2.159999999999968,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,20,413,0,3,5,10,1,0,-2.859999999999957,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,399,0,4,5,10,1,0,-3.669999999999959,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,740,0,5,5,10,1,0,-3.8799999999999955,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,1420,0,6,5,10,1,0,-4.239999999999952,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,75,2220,0,7,5,10,1,1,-4.169999999999959,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,3479,0,8,5,10,1,1,-3.919999999999959,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,40,4546,0,9,5,10,1,1,-0.5399999999999636,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,20,4579,0,10,5,10,1,0,3.6299999999999955,False,True,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4438,0,11,5,10,1,0,6.07000000000005,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4623,0,12,5,10,1,0,7.2000000000000455,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4440,0,13,5,10,1,0,8.660000000000025,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0,1,4495,0,14,5,10,1,0,9.900000000000034,True,False,False,False,False,False,False,False,False,False,False
